avg_monthly_bodyweight_kg,lipid_fraction
3.79233266687,0.213947530915
4.67272833393,0.225984883013
5.46991188708,0.237058988856
6.19353685928,0.242353055819
6.75032338475,0.249962436262
7.25435142088,0.254899727739
7.72305462741,0.259538890324
8.15780708412,0.262081430059
8.55998287079,0.265004771706
8.93095606719,0.266497218602
9.27210075308,0.267019751939
9.58479100825,0.266604013931
9.87040091246,0.26577435513
10.1190710495,0.264804373746
10.3286128982,0.263589741869
10.5258608611,0.262019481445
10.7380018367,0.260209643447
10.9786201107,0.257920174991
11.2313634653,0.255836633887
11.4796165886,0.253945826375
11.7104555437,0.251877911639
11.9314991516,0.249631307417
12.1452394673,0.247439825076
12.352574867,0.245328665157
12.553893027,0.243478251478
12.7488237417,0.241747132841
12.9388625991,0.240142618956
13.1256356504,0.238689368662
13.3101944625,0.237433491089
13.4869347637,0.236395315038
13.6607642543,0.235325543898
13.8403814698,0.233925021481
14.0355298872,0.232292550972
14.2548124658,0.230960316854
14.4819580024,0.230152147955
14.6967421571,0.229358826709
14.8822395252,0.228424366095
15.0476063964,0.227426669915
15.2022985345,0.226357658298
15.3539082336,0.225138088355
15.5098848503,0.22409468469
15.6671706452,0.223468488533
15.8234788152,0.223029095022
15.9818103658,0.222608094946
16.1451663025,0.222051525983
16.3178044163,0.221332321574
16.4999634731,0.22049340099
16.6836774712,0.219566448788
16.8607400515,0.218583149526
17.0235273102,0.217575187762
17.1756891265,0.216574248054
17.3277730968,0.215612014958
17.4903697741,0.214720173034
17.6753578429,0.213928028884
17.8901419976,0.213214451637
18.1172875342,0.212536044108
18.3365701128,0.211856922984
18.5317185302,0.211207677861
18.7113357457,0.210566529372
18.8851652363,0.209876390787
19.0619055375,0.209039074812
19.2481459753,0.207886923313
19.4404248525,0.206931266449
19.6346172533,0.206591850439
19.8267897711,0.206436593237
20.0127870617,0.206233919549
20.1893342304,0.205654799021
20.3632057969,0.204780360536
20.5431002968,0.204186260285
20.7375358543,0.203849755964
20.9481485694,0.203553638634
21.1677632645,0.203292944329
21.388632569,0.203062709084
21.6046810437,0.202857968935
21.8197906964,0.202673759916
22.0348992839,0.202505118063
22.2500094336,0.20234707941
22.4651232349,0.202194679992
22.6802396693,0.202042955845
22.8953573465,0.201886943003
23.1104749527,0.201721677501
23.323851914,0.201542195375
23.5343231726,0.201343532659
23.7474659791,0.201117299107
23.9690946194,0.200837280385
24.2075370941,0.200572233961
24.4597594404,0.200412233051
24.7092893003,0.200339607294
24.9404868018,0.200278106768
25.153856115,0.200162612661
25.3616887249,0.199943384713
25.5763554581,0.199720698854
25.8090460356,0.199575994467
26.0580364455,0.199456824796
26.3145992654,0.199354494134
26.5700359669,0.199265779746
26.8181167346,0.199187458894
27.0631909778,0.199116308843
27.30819233,0.199049106856
27.555656806,0.198982630197
27.8063977761,0.198913656128
28.0585496504,0.198838961914
28.3100243658,0.198755324819
28.5581405632,0.198659522105
28.7988802477,0.198548331036
29.040860862,0.198418528876
29.2951493071,0.198266892889
29.5741496543,0.198037285647
29.8695343435,0.19757404535
30.1601888252,0.197159207253
30.4274286609,0.197130911371
30.6756152513,0.197518311854
30.9186626105,0.197774938622
31.1701529342,0.197497483116
31.4414664923,0.19697925535
31.7283485734,0.196666228984
32.0209916807,0.196757292958
32.3101215862,0.196982988294
32.5969307695,0.197187095439
32.883729389,0.197365934853
33.1705250408,0.19755764072
33.4573180443,0.19774784337
33.7441055058,0.197922173133
34.0308974483,0.198066260335
34.3154423594,0.198165735307
34.589440152,0.198206228377
34.8705190765,0.197881560673
35.1805404303,0.19722580683
35.5428077256,0.196945086659
35.9386753376,0.197021331767
36.3304605186,0.197235565127
36.697409381,0.198314487236
37.0710809985,0.198650792945
37.4950515399,0.198236235729
38.02325,0.198110823859
38.5514484601,0.198381698541
38.9698999538,0.198783200957
39.3338797958,0.199104771639
39.7116263613,0.199382864909
40.1525578022,0.199646208013
40.6238777722,0.199907484131
41.0734660934,0.200179376447
41.5002592019,0.20047456814
41.9265129099,0.200805742394
42.3684929569,0.20118558239
42.8216212639,0.201673867947
43.2958126792,0.202326364787
43.8240997834,0.202911901333
44.348430318,0.203467203521
44.7789382234,0.204011906931
45.1460066111,0.204546960147
45.5178475772,0.20507331175
45.9544202295,0.205591910322
46.4302022687,0.206103704446
46.8658761434,0.206609642704
47.2475727912,0.207110673677
47.6179969726,0.207607745948
48.0184966348,0.208101808099
48.4623289089,0.208593808712
48.900904592,0.209084696369
49.2838058185,0.209575419653
49.621123919,0.210066927144
49.9429682087,0.210560167427
50.2731824931,0.211056089081
50.6080092553,0.21155564069
50.9369292267,0.212059770836
51.250459175,0.212569301894
51.5445139918,0.213082513674
51.8273351791,0.213598479304
52.1088260588,0.214117081882
52.3979694967,0.214638204504
52.6916226456,0.215161730269
52.9784925103,0.215687542273
53.2479149653,0.216215523614
53.502681579,0.216745557389
53.7466198801,0.217277526696
53.9812226721,0.217811314631
54.2074933308,0.218346804293
54.4258903289,0.218883878777
54.6373047852,0.219422421183
54.8426353751,0.219962314606
55.0475278828,0.220503442144
55.2508052583,0.221045686895
55.4440800465,0.221588931956
55.6189647927,0.222133060424
55.7680112951,0.222677955396
55.8955033,0.223223499969
56.0136982243,0.223769577242
56.1350057882,0.224316070311
56.2717454314,0.224862862274
56.4282915313,0.225409836228
56.5950077844,0.225956875269
56.7608328279,0.226503862497
56.914705299,0.227050681007
57.058034661,0.227597213897
57.1997728108,0.228143344264
57.3312071802,0.228688955206
57.4434451106,0.22923392982
57.5291662175,0.229778151203
57.5954538255,0.230321502453
57.6525523267,0.230863866667
57.7100270902,0.231405126942
57.7773527013,0.231945166375
57.8554545607,0.232483868064
57.9399457544,0.233021115106
58.0286959328,0.233556790599
58.119574746,0.234090777639
58.2107888007,0.234622959324
58.3061851519,0.235153218751
58.4045639126,0.235681439018
58.5021237672,0.236207503222
58.5950633999,0.236731294459
58.6840767374,0.237252695828
58.7742418343,0.237771590426
58.8653911324,0.23828786135
58.9572976268,0.238801391698
59.0497343128,0.239312064565
59.1424741856,0.239819763051
59.2352902405,0.240324370252
59.3279554726,0.240825769266
59.4202428772,0.241323843189
59.5119254496,0.241818475119
59.602776185,0.242309548154
59.6925680785,0.24279694539
59.7810741255,0.243280549926
59.8680673212,0.243760244858
59.9533206607,0.244235913283
60.0366071394,0.244707438299
60.1176997525,0.245174703004
60.1963714951,0.245637590494
60.2723953625,0.246095983866
60.3455443501,0.246549766219
60.4155914529,0.246998820649
60.4823096662,0.247443030254
60.5454719853,0.247882278131
60.6048514053,0.248316447377
60.6602209216,0.24874542109
60.7113535293,0.249169082366
60.7580222237,0.249587314304
60.8,0.25
60.8392469935,0.25040857559
60.8778803068,0.250814576868
60.9159083862,0.25121803642
60.9533396779,0.251618986833
60.990182628,0.252017460693
61.0264456829,0.252413490586
61.0621372887,0.252807109098
61.0972658917,0.253198348816
61.1318399381,0.253587242326
61.165867874,0.253973822214
61.1993581458,0.254358121065
61.2323191997,0.254740171468
61.2647594818,0.255120006007
61.2966874385,0.255497657268
61.3281115159,0.255873157839
61.3590401602,0.256246540306
61.3894818177,0.256617837254
61.4194449345,0.256987081269
61.448937957,0.257354304939
61.4779693313,0.257719540849
61.5065475037,0.258082821585
61.5346809204,0.258444179734
61.5623780276,0.258803647882
61.5896472715,0.259161258616
61.6164970984,0.25951704452
61.6429359544,0.259871038182
61.6689722858,0.260223272188
61.6946145389,0.260573779124
61.7198711598,0.260922591577
61.7447505947,0.261269742131
61.76926129,0.261615263375
61.7934116917,0.261959187893
61.8172102462,0.262301548273
61.8406653997,0.2626423771
61.8637855983,0.262981706961
61.8865792884,0.263319570441
61.909054916,0.263656000128
61.9312209275,0.263991028607
61.9530857691,0.264324688464
61.974657887,0.264657012287
61.9959457274,0.26498803266
62.0169577365,0.26531778217
62.0377023606,0.265646293404
62.0581880459,0.265973598948
62.0784232386,0.266299731387
62.0984163849,0.266624723308
62.118175931,0.266948607298
62.1377103233,0.267271415943
62.1570280078,0.267593181828
62.1761374309,0.26791393754
62.1950470387,0.268233715665
62.2137652775,0.26855254879
62.2323005935,0.268870469501
62.2506614328,0.269187510383
62.2688562419,0.269503704024
62.2868934667,0.269819083009
62.3047815537,0.270133679924
62.322528949,0.270447527357
62.3401440987,0.270760657892
62.3576354493,0.271073104117
62.3750114468,0.271384898617
62.3922805375,0.271696073979
62.4094511676,0.272006662789
62.4265317834,0.272316697633
62.443530831,0.272626211097
62.4604567567,0.272935235768
62.4773180068,0.273243804232
62.4941230273,0.273551949075
62.5108802646,0.273859702883
62.5275981649,0.274167098243
62.5442851744,0.27447416774
62.5609497393,0.274780943962
62.5776003059,0.275087459493
62.5942453203,0.275393746921
62.6108932288,0.275699838832
62.6275524777,0.276005767812
62.6442315131,0.276311566446
62.6609387812,0.276617267322
62.6776827283,0.276922903026
62.6944718006,0.277228506143
62.7113144444,0.277534109261
62.7282191058,0.277839744964
62.7451942311,0.27814544584
62.7622482664,0.278451244475
62.7793896581,0.278757173454
62.7966268524,0.279063265365
62.8139682954,0.279369552793
62.8314224334,0.279676068325
62.8489977126,0.279982844546
62.8667025792,0.280289914044
62.8845454795,0.280597309404
62.9025348597,0.280905063212
62.9206791659,0.281213208055
62.9389868445,0.281521776519
62.9574663417,0.28183080119
62.9761261036,0.282140314654
62.9949745765,0.282450349498
63.0140202066,0.282760938308
63.0332714402,0.28307211367
63.0527367234,0.28338390817
63.0724245025,0.283696354394
63.0923432237,0.28400948493
63.1125013333,0.284323332362
63.1329072774,0.284637929278
63.1535695023,0.284953308263
63.1744964541,0.285269501903
63.1956965792,0.285586542786
63.2171783238,0.285904463496
63.238950134,0.286223296621
63.2610204561,0.286543074747
63.2833977363,0.286863830459
63.3060904208,0.287185596344
63.3291069559,0.287508404988
63.3524557878,0.287832288978
63.3761453627,0.2881572809
63.4001841268,0.288483413339
63.4245805264,0.288810718883
63.4493430076,0.289139230116
63.4744800168,0.289468979627
63.5,0.2898
63.5257634494,0.290131439315
63.551624774,0.290462431567
63.5775832957,0.29079298822
63.6036383363,0.291123120737
63.6297892179,0.291452840582
63.6560352622,0.291782159217
63.6823757911,0.292111088105
63.7088101266,0.29243963871
63.7353375904,0.292767822494
63.7619575045,0.293095650922
63.7886691908,0.293423135455
63.8154719711,0.293750287558
63.8423651673,0.294077118692
63.8693481013,0.294403640323
63.8964200949,0.294729863911
63.9235804702,0.295055800922
63.9508285488,0.295381462817
63.9781636528,0.29570686106
64.005585104,0.296032007114
64.0330922242,0.296356912442
64.0606843354,0.296681588508
64.0883607595,0.297006046774
64.1161208183,0.297330298704
64.1439638336,0.29765435576
64.1718891275,0.297978229407
64.1998960217,0.298301931106
64.2279838382,0.298625472321
64.2561518987,0.298948864516
64.2843995253,0.299272119153
64.3127260398,0.299595247696
64.341130764,0.299918261607
64.3696130199,0.30024117235
64.3981721293,0.300563991388
64.4268074141,0.300886730184
64.4555181962,0.301209400202
64.4843037975,0.301532012903
64.5131635398,0.301854579752
64.542096745,0.302177112212
64.5711027351,0.302499621745
64.6001808318,0.302822119816
64.6293303571,0.303144617886
64.6585506329,0.303467127419
64.687840981,0.303789659879
64.7172007233,0.304112226728
64.7466291817,0.30443483943
64.7761256781,0.304757509447
64.8056895344,0.305080248243
64.8353200723,0.305403067281
64.8650166139,0.305725978024
64.894778481,0.306048991935
64.9246049955,0.306372120478
64.9544954792,0.306695375115
64.9844492541,0.30701876731
65.014465642,0.307342308525
65.0445439647,0.307666010225
65.0746835443,0.307989883871
65.1048837025,0.308313940927
